,Date,Period End,year,month,YMD,"To Musina,Total_3201","To Musina,Light_3201","To Musina,Short HV_3201","To Musina,Medium HV_3201","To Musina,Long HV_3201","To Beit Bridge,Total_3201","To Beit Bridge,Light_3201","To Beit Bridge,Short HV_3201","To Beit Bridge,Medium HV_3201","To Beit Bridge,Long HV_3201","Road,Total_3201","Road,Light_3201","Road,Short HV_3201","Road,Medium HV_3201","Road,Long HV_3201","To Beit Bridge,Total_3202","To Beit Bridge,Light_3202","To Beit Bridge,Short HV_3202","To Beit Bridge,Medium HV_3202","To Beit Bridge,Long HV_3202","To Musina,Total_3202","To Musina,Light_3202","To Musina,Short HV_3202","To Musina,Medium HV_3202","To Musina,Long HV_3202","Road,Total_3202","Road,Light_3202","Road,Short HV_3202","Road,Medium HV_3202","Road,Long HV_3202",_merge,dt
13404,2022-08-03,15:00:00,2022,8,2022-08-03,582.0,483.0,29.0,16.0,54.0,516.0,444.0,25.0,18.0,29.0,1098.0,927.0,54.0,34.0,83.0,592.0,446.0,61.0,18.0,67.0,514.0,395.0,38.0,36.0,45.0,1106.0,841.0,99.0,54.0,112.0,both,2022-08-03
13405,2022-08-03,18:00:00,2022,8,2022-08-03,563.0,459.0,26.0,21.0,57.0,492.0,434.0,14.0,15.0,29.0,1055.0,893.0,40.0,36.0,86.0,567.0,422.0,49.0,20.0,76.0,481.0,383.0,43.0,24.0,31.0,1048.0,805.0,92.0,44.0,107.0,both,2022-08-03
13406,2022-08-03,21:00:00,2022,8,2022-08-03,342.0,254.0,20.0,23.0,45.0,331.0,266.0,8.0,18.0,39.0,673.0,520.0,28.0,41.0,84.0,329.0,232.0,27.0,27.0,43.0,338.0,236.0,25.0,27.0,50.0,667.0,468.0,52.0,54.0,93.0,both,2022-08-03
13407,2022-08-03,24:00:00,2022,8,2022-08-03,187.0,140.0,7.0,9.0,31.0,175.0,121.0,4.0,5.0,45.0,362.0,261.0,11.0,14.0,76.0,197.0,131.0,17.0,10.0,39.0,173.0,110.0,10.0,11.0,42.0,370.0,241.0,27.0,21.0,81.0,both,2022-08-03
13408,2022-08-04,03:00:00,2022,8,2022-08-04,147.0,96.0,9.0,9.0,33.0,163.0,70.0,3.0,15.0,75.0,310.0,166.0,12.0,24.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2022-08-04
13409,2022-08-04,06:00:00,2022,8,2022-08-04,275.0,212.0,10.0,13.0,40.0,170.0,90.0,6.0,9.0,65.0,445.0,302.0,16.0,22.0,105.0,220.0,172.0,12.0,6.0,30.0,121.0,59.0,6.0,4.0,52.0,341.0,231.0,18.0,10.0,82.0,both,2022-08-04
13410,2022-08-04,09:00:00,2022,8,2022-08-04,466.0,420.0,9.0,7.0,30.0,482.0,414.0,14.0,9.0,45.0,948.0,834.0,23.0,16.0,75.0,499.0,428.0,29.0,12.0,30.0,484.0,367.0,40.0,26.0,51.0,983.0,795.0,69.0,38.0,81.0,both,2022-08-04
13411,2022-08-04,12:00:00,2022,8,2022-08-04,486.0,409.0,22.0,15.0,40.0,512.0,420.0,16.0,24.0,52.0,998.0,829.0,38.0,39.0,92.0,500.0,360.0,61.0,18.0,61.0,496.0,360.0,62.0,17.0,57.0,996.0,720.0,123.0,35.0,118.0,both,2022-08-04
13412,2022-08-04,15:00:00,2022,8,2022-08-04,576.0,484.0,35.0,18.0,39.0,560.0,468.0,21.0,16.0,55.0,1136.0,952.0,56.0,34.0,94.0,576.0,445.0,58.0,18.0,55.0,561.0,413.0,54.0,26.0,68.0,1137.0,858.0,112.0,44.0,123.0,both,2022-08-04
13413,2022-08-04,18:00:00,2022,8,2022-08-04,578.0,489.0,26.0,17.0,46.0,539.0,446.0,15.0,10.0,68.0,1117.0,935.0,41.0,27.0,114.0,612.0,457.0,60.0,24.0,71.0,513.0,387.0,41.0,23.0,62.0,1125.0,844.0,101.0,47.0,133.0,both,2022-08-04
13414,2022-08-04,21:00:00,2022,8,2022-08-04,395.0,280.0,22.0,33.0,60.0,336.0,285.0,14.0,9.0,28.0,731.0,565.0,36.0,42.0,88.0,345.0,242.0,30.0,17.0,56.0,368.0,262.0,39.0,19.0,48.0,713.0,504.0,69.0,36.0,104.0,both,2022-08-04
13415,2022-08-04,24:00:00,2022,8,2022-08-04,205.0,164.0,7.0,10.0,24.0,236.0,167.0,7.0,14.0,48.0,441.0,331.0,14.0,24.0,72.0,206.0,153.0,19.0,15.0,19.0,230.0,143.0,13.0,26.0,48.0,436.0,296.0,32.0,41.0,67.0,both,2022-08-04
13416,2022-08-05,03:00:00,2022,8,2022-08-05,204.0,158.0,9.0,12.0,25.0,174.0,81.0,3.0,20.0,70.0,378.0,239.0,12.0,32.0,95.0,190.0,133.0,16.0,12.0,29.0,172.0,61.0,11.0,31.0,69.0,362.0,194.0,27.0,43.0,98.0,both,2022-08-05
13417,2022-08-05,06:00:00,2022,8,2022-08-05,325.0,264.0,7.0,17.0,37.0,186.0,131.0,3.0,10.0,42.0,511.0,395.0,10.0,27.0,79.0,329.0,244.0,20.0,18.0,47.0,177.0,117.0,9.0,14.0,37.0,506.0,361.0,29.0,32.0,84.0,both,2022-08-05
13418,2022-08-05,09:00:00,2022,8,2022-08-05,548.0,464.0,17.0,26.0,41.0,521.0,461.0,17.0,14.0,29.0,1069.0,925.0,34.0,40.0,70.0,562.0,446.0,40.0,25.0,51.0,525.0,389.0,67.0,23.0,46.0,1087.0,835.0,107.0,48.0,97.0,both,2022-08-05
13419,2022-08-05,12:00:00,2022,8,2022-08-05,490.0,415.0,31.0,6.0,38.0,489.0,412.0,26.0,18.0,33.0,979.0,827.0,57.0,24.0,71.0,513.0,390.0,56.0,13.0,54.0,485.0,359.0,67.0,16.0,43.0,998.0,749.0,123.0,29.0,97.0,both,2022-08-05
13420,2022-08-05,15:00:00,2022,8,2022-08-05,608.0,500.0,39.0,24.0,45.0,560.0,481.0,16.0,14.0,49.0,1168.0,981.0,55.0,38.0,94.0,610.0,459.0,58.0,29.0,64.0,541.0,423.0,45.0,21.0,52.0,1151.0,882.0,103.0,50.0,116.0,both,2022-08-05
13421,2022-08-05,18:00:00,2022,8,2022-08-05,628.0,499.0,33.0,32.0,64.0,503.0,442.0,22.0,6.0,33.0,1131.0,941.0,55.0,38.0,97.0,622.0,461.0,64.0,20.0,77.0,508.0,411.0,39.0,19.0,39.0,1130.0,872.0,103.0,39.0,116.0,both,2022-08-05
13422,2022-08-05,21:00:00,2022,8,2022-08-05,406.0,319.0,20.0,26.0,41.0,355.0,273.0,9.0,18.0,55.0,761.0,592.0,29.0,44.0,96.0,421.0,300.0,39.0,27.0,55.0,364.0,250.0,28.0,23.0,63.0,785.0,550.0,67.0,50.0,118.0,both,2022-08-05
13423,2022-08-05,24:00:00,2022,8,2022-08-05,235.0,183.0,20.0,7.0,25.0,215.0,134.0,4.0,14.0,63.0,450.0,317.0,24.0,21.0,88.0,231.0,166.0,22.0,12.0,31.0,219.0,130.0,6.0,17.0,66.0,450.0,296.0,28.0,29.0,97.0,both,2022-08-05
13424,2022-08-06,03:00:00,2022,8,2022-08-06,232.0,186.0,13.0,14.0,19.0,158.0,91.0,5.0,10.0,52.0,390.0,277.0,18.0,24.0,71.0,220.0,149.0,28.0,18.0,25.0,151.0,63.0,4.0,24.0,60.0,371.0,212.0,32.0,42.0,85.0,both,2022-08-06
13425,2022-08-06,06:00:00,2022,8,2022-08-06,434.0,347.0,25.0,15.0,47.0,146.0,112.0,4.0,4.0,26.0,580.0,459.0,29.0,19.0,73.0,409.0,309.0,27.0,21.0,52.0,137.0,90.0,7.0,8.0,32.0,546.0,399.0,34.0,29.0,84.0,both,2022-08-06
13426,2022-08-06,09:00:00,2022,8,2022-08-06,474.0,423.0,19.0,7.0,25.0,541.0,475.0,21.0,6.0,39.0,1015.0,898.0,40.0,13.0,64.0,490.0,405.0,37.0,14.0,34.0,534.0,405.0,64.0,22.0,43.0,1024.0,810.0,101.0,36.0,77.0,both,2022-08-06
13427,2022-08-06,12:00:00,2022,8,2022-08-06,431.0,362.0,27.0,6.0,36.0,466.0,388.0,25.0,13.0,40.0,897.0,750.0,52.0,19.0,76.0,461.0,314.0,72.0,13.0,62.0,465.0,350.0,57.0,15.0,43.0,926.0,664.0,129.0,28.0,105.0,both,2022-08-06
13428,2022-08-06,15:00:00,2022,8,2022-08-06,573.0,448.0,43.0,27.0,55.0,445.0,384.0,18.0,11.0,32.0,1018.0,832.0,61.0,38.0,87.0,562.0,418.0,73.0,17.0,54.0,453.0,345.0,49.0,14.0,45.0,1015.0,763.0,122.0,31.0,99.0,both,2022-08-06
13429,2022-08-06,18:00:00,2022,8,2022-08-06,566.0,478.0,28.0,17.0,43.0,403.0,343.0,9.0,17.0,34.0,969.0,821.0,37.0,34.0,77.0,586.0,456.0,49.0,12.0,69.0,397.0,309.0,27.0,21.0,40.0,983.0,765.0,76.0,33.0,109.0,both,2022-08-06
13430,2022-08-06,21:00:00,2022,8,2022-08-06,336.0,234.0,21.0,19.0,62.0,307.0,240.0,6.0,15.0,46.0,643.0,474.0,27.0,34.0,108.0,321.0,213.0,31.0,23.0,54.0,298.0,213.0,10.0,20.0,55.0,619.0,426.0,41.0,43.0,109.0,both,2022-08-06
13431,2022-08-06,24:00:00,2022,8,2022-08-06,220.0,168.0,13.0,9.0,30.0,205.0,144.0,6.0,10.0,45.0,425.0,312.0,19.0,19.0,75.0,227.0,149.0,19.0,23.0,36.0,191.0,127.0,12.0,15.0,37.0,418.0,276.0,31.0,38.0,73.0,both,2022-08-06
13432,2022-08-07,03:00:00,2022,8,2022-08-07,199.0,133.0,19.0,10.0,37.0,168.0,78.0,7.0,29.0,54.0,367.0,211.0,26.0,39.0,91.0,192.0,100.0,20.0,30.0,42.0,170.0,62.0,5.0,32.0,71.0,362.0,162.0,25.0,62.0,113.0,both,2022-08-07
13433,2022-08-07,06:00:00,2022,8,2022-08-07,310.0,214.0,24.0,24.0,48.0,170.0,109.0,2.0,11.0,48.0,480.0,323.0,26.0,35.0,96.0,300.0,179.0,25.0,35.0,61.0,166.0,88.0,8.0,13.0,57.0,466.0,267.0,33.0,48.0,118.0,both,2022-08-07
13434,2022-08-07,09:00:00,2022,8,2022-08-07,332.0,275.0,13.0,15.0,29.0,321.0,262.0,15.0,5.0,39.0,653.0,537.0,28.0,20.0,68.0,339.0,265.0,22.0,19.0,33.0,325.0,236.0,36.0,11.0,42.0,664.0,501.0,58.0,30.0,75.0,both,2022-08-07
13435,2022-08-07,12:00:00,2022,8,2022-08-07,349.0,298.0,13.0,18.0,20.0,341.0,273.0,12.0,16.0,40.0,690.0,571.0,25.0,34.0,60.0,363.0,265.0,36.0,14.0,48.0,312.0,234.0,31.0,18.0,29.0,675.0,499.0,67.0,32.0,77.0,both,2022-08-07
13436,2022-08-07,15:00:00,2022,8,2022-08-07,387.0,321.0,16.0,12.0,38.0,387.0,287.0,16.0,15.0,69.0,774.0,608.0,32.0,27.0,107.0,373.0,302.0,29.0,13.0,29.0,349.0,249.0,28.0,16.0,56.0,722.0,551.0,57.0,29.0,85.0,both,2022-08-07
13437,2022-08-07,18:00:00,2022,8,2022-08-07,374.0,280.0,22.0,24.0,48.0,366.0,290.0,17.0,17.0,42.0,740.0,570.0,39.0,41.0,90.0,347.0,262.0,30.0,16.0,39.0,377.0,243.0,44.0,20.0,70.0,724.0,505.0,74.0,36.0,109.0,both,2022-08-07
13438,2022-08-07,21:00:00,2022,8,2022-08-07,282.0,194.0,15.0,26.0,47.0,332.0,266.0,5.0,12.0,49.0,614.0,460.0,20.0,38.0,96.0,274.0,183.0,23.0,20.0,48.0,353.0,233.0,30.0,14.0,76.0,627.0,416.0,53.0,34.0,124.0,both,2022-08-07
13439,2022-08-07,24:00:00,2022,8,2022-08-07,183.0,127.0,6.0,14.0,36.0,224.0,146.0,2.0,12.0,64.0,407.0,273.0,8.0,26.0,100.0,185.0,114.0,17.0,22.0,32.0,231.0,135.0,14.0,16.0,66.0,416.0,249.0,31.0,38.0,98.0,both,2022-08-07
13440,2022-08-08,03:00:00,2022,8,2022-08-08,125.0,86.0,8.0,12.0,19.0,150.0,97.0,4.0,9.0,40.0,275.0,183.0,12.0,21.0,59.0,126.0,82.0,12.0,13.0,19.0,157.0,91.0,9.0,12.0,45.0,283.0,173.0,21.0,25.0,64.0,both,2022-08-08
13441,2022-08-08,06:00:00,2022,8,2022-08-08,275.0,208.0,7.0,24.0,36.0,156.0,116.0,3.0,5.0,32.0,431.0,324.0,10.0,29.0,68.0,264.0,180.0,12.0,30.0,42.0,135.0,92.0,4.0,5.0,34.0,399.0,272.0,16.0,35.0,76.0,both,2022-08-08
13442,2022-08-08,09:00:00,2022,8,2022-08-08,439.0,378.0,12.0,12.0,37.0,523.0,473.0,14.0,4.0,32.0,962.0,851.0,26.0,16.0,69.0,443.0,362.0,29.0,12.0,40.0,517.0,418.0,38.0,23.0,38.0,960.0,780.0,67.0,35.0,78.0,both,2022-08-08
13443,2022-08-08,12:00:00,2022,8,2022-08-08,487.0,396.0,34.0,27.0,30.0,555.0,460.0,25.0,23.0,47.0,1042.0,856.0,59.0,50.0,77.0,490.0,372.0,43.0,26.0,49.0,528.0,392.0,56.0,35.0,45.0,1018.0,764.0,99.0,61.0,94.0,both,2022-08-08
13444,2022-08-08,15:00:00,2022,8,2022-08-08,561.0,474.0,20.0,24.0,43.0,569.0,486.0,18.0,18.0,47.0,1130.0,960.0,38.0,42.0,90.0,566.0,438.0,50.0,29.0,49.0,550.0,407.0,53.0,34.0,56.0,1116.0,845.0,103.0,63.0,105.0,both,2022-08-08
13445,2022-08-08,18:00:00,2022,8,2022-08-08,548.0,464.0,24.0,21.0,39.0,555.0,471.0,15.0,19.0,50.0,1103.0,935.0,39.0,40.0,89.0,546.0,423.0,47.0,24.0,52.0,534.0,421.0,34.0,29.0,50.0,1080.0,844.0,81.0,53.0,102.0,both,2022-08-08
13446,2022-08-08,21:00:00,2022,8,2022-08-08,371.0,276.0,26.0,18.0,51.0,343.0,269.0,6.0,19.0,49.0,714.0,545.0,32.0,37.0,100.0,369.0,248.0,38.0,30.0,53.0,353.0,252.0,24.0,18.0,59.0,722.0,500.0,62.0,48.0,112.0,both,2022-08-08
13447,2022-08-08,24:00:00,2022,8,2022-08-08,193.0,128.0,14.0,11.0,40.0,224.0,144.0,4.0,15.0,61.0,417.0,272.0,18.0,26.0,101.0,187.0,120.0,20.0,10.0,37.0,225.0,125.0,13.0,18.0,69.0,412.0,245.0,33.0,28.0,106.0,both,2022-08-08
13448,2022-08-09,03:00:00,2022,8,2022-08-09,131.0,92.0,5.0,10.0,24.0,124.0,93.0,3.0,10.0,18.0,255.0,185.0,8.0,20.0,42.0,134.0,82.0,4.0,23.0,25.0,121.0,78.0,6.0,12.0,25.0,255.0,160.0,10.0,35.0,50.0,both,2022-08-09
13449,2022-08-09,06:00:00,2022,8,2022-08-09,278.0,211.0,7.0,19.0,41.0,142.0,106.0,0.0,11.0,25.0,420.0,317.0,7.0,30.0,66.0,276.0,186.0,23.0,22.0,45.0,139.0,101.0,3.0,5.0,30.0,415.0,287.0,26.0,27.0,75.0,both,2022-08-09
13450,2022-08-09,09:00:00,2022,8,2022-08-09,426.0,378.0,9.0,12.0,27.0,491.0,448.0,19.0,4.0,20.0,917.0,826.0,28.0,16.0,47.0,438.0,363.0,31.0,15.0,29.0,493.0,393.0,59.0,12.0,29.0,931.0,756.0,90.0,27.0,58.0,both,2022-08-09
13451,2022-08-09,12:00:00,2022,8,2022-08-09,446.0,360.0,40.0,16.0,30.0,511.0,421.0,22.0,21.0,47.0,957.0,781.0,62.0,37.0,77.0,437.0,332.0,47.0,15.0,43.0,483.0,365.0,50.0,22.0,46.0,920.0,697.0,97.0,37.0,89.0,both,2022-08-09
13452,2022-08-09,15:00:00,2022,8,2022-08-09,537.0,445.0,34.0,15.0,43.0,497.0,437.0,14.0,7.0,39.0,1034.0,882.0,48.0,22.0,82.0,531.0,413.0,43.0,20.0,55.0,480.0,385.0,36.0,16.0,43.0,1011.0,798.0,79.0,36.0,98.0,both,2022-08-09
13453,2022-08-09,18:00:00,2022,8,2022-08-09,482.0,393.0,29.0,14.0,46.0,436.0,368.0,13.0,13.0,42.0,918.0,761.0,42.0,27.0,88.0,488.0,370.0,37.0,20.0,61.0,429.0,333.0,31.0,19.0,46.0,917.0,703.0,68.0,39.0,107.0,both,2022-08-09
13454,2022-08-09,21:00:00,2022,8,2022-08-09,271.0,216.0,9.0,16.0,30.0,329.0,265.0,9.0,15.0,40.0,600.0,481.0,18.0,31.0,70.0,261.0,195.0,16.0,12.0,38.0,340.0,241.0,22.0,21.0,56.0,601.0,436.0,38.0,33.0,94.0,both,2022-08-09
13455,2022-08-09,24:00:00,2022,8,2022-08-09,144.0,105.0,5.0,6.0,28.0,186.0,130.0,5.0,13.0,38.0,330.0,235.0,10.0,19.0,66.0,140.0,91.0,10.0,7.0,32.0,181.0,114.0,7.0,17.0,43.0,321.0,205.0,17.0,24.0,75.0,both,2022-08-09
13456,2022-08-10,03:00:00,2022,8,2022-08-10,115.0,75.0,2.0,8.0,30.0,153.0,111.0,5.0,9.0,28.0,268.0,186.0,7.0,17.0,58.0,116.0,71.0,4.0,12.0,29.0,153.0,103.0,5.0,14.0,31.0,269.0,174.0,9.0,26.0,60.0,both,2022-08-10
13457,2022-08-10,06:00:00,2022,8,2022-08-10,243.0,198.0,6.0,13.0,26.0,119.0,85.0,3.0,5.0,26.0,362.0,283.0,9.0,18.0,52.0,247.0,183.0,13.0,24.0,27.0,115.0,84.0,2.0,6.0,23.0,362.0,267.0,15.0,30.0,50.0,both,2022-08-10
13458,2022-08-10,09:00:00,2022,8,2022-08-10,476.0,419.0,18.0,15.0,24.0,557.0,492.0,29.0,8.0,28.0,1033.0,911.0,47.0,23.0,52.0,489.0,419.0,19.0,22.0,29.0,539.0,416.0,56.0,28.0,39.0,1028.0,835.0,75.0,50.0,68.0,both,2022-08-10
13459,2022-08-10,12:00:00,2022,8,2022-08-10,435.0,377.0,18.0,18.0,22.0,481.0,429.0,12.0,18.0,22.0,916.0,806.0,30.0,36.0,44.0,438.0,347.0,42.0,17.0,32.0,471.0,376.0,49.0,18.0,28.0,909.0,723.0,91.0,35.0,60.0,both,2022-08-10
13460,2022-08-10,15:00:00,2022,8,2022-08-10,559.0,493.0,28.0,7.0,31.0,549.0,479.0,16.0,20.0,34.0,1108.0,972.0,44.0,27.0,65.0,559.0,450.0,59.0,12.0,38.0,531.0,415.0,43.0,33.0,40.0,1090.0,865.0,102.0,45.0,78.0,both,2022-08-10
13461,2022-08-10,18:00:00,2022,8,2022-08-10,561.0,484.0,16.0,16.0,45.0,560.0,490.0,16.0,11.0,43.0,1121.0,974.0,32.0,27.0,88.0,585.0,459.0,53.0,17.0,56.0,550.0,436.0,46.0,24.0,44.0,1135.0,895.0,99.0,41.0,100.0,both,2022-08-10
13462,2022-08-10,21:00:00,2022,8,2022-08-10,318.0,243.0,11.0,17.0,47.0,359.0,285.0,13.0,17.0,44.0,677.0,528.0,24.0,34.0,91.0,309.0,222.0,20.0,20.0,47.0,373.0,266.0,19.0,35.0,53.0,682.0,488.0,39.0,55.0,100.0,both,2022-08-10
13463,2022-08-10,24:00:00,2022,8,2022-08-10,189.0,137.0,11.0,13.0,28.0,239.0,161.0,12.0,16.0,50.0,428.0,298.0,23.0,29.0,78.0,187.0,133.0,10.0,15.0,29.0,237.0,143.0,16.0,21.0,57.0,424.0,276.0,26.0,36.0,86.0,both,2022-08-10
13464,2022-08-11,03:00:00,2022,8,2022-08-11,106.0,77.0,4.0,3.0,22.0,113.0,69.0,4.0,7.0,33.0,219.0,146.0,8.0,10.0,55.0,109.0,73.0,3.0,9.0,24.0,117.0,63.0,6.0,13.0,35.0,226.0,136.0,9.0,22.0,59.0,both,2022-08-11
13465,2022-08-11,06:00:00,2022,8,2022-08-11,231.0,180.0,9.0,15.0,27.0,143.0,102.0,1.0,4.0,36.0,374.0,282.0,10.0,19.0,63.0,230.0,170.0,12.0,21.0,27.0,144.0,94.0,5.0,3.0,42.0,374.0,264.0,17.0,24.0,69.0,both,2022-08-11
13466,2022-08-11,09:00:00,2022,8,2022-08-11,493.0,430.0,11.0,13.0,39.0,533.0,461.0,21.0,13.0,38.0,1026.0,891.0,32.0,26.0,77.0,502.0,415.0,26.0,10.0,51.0,512.0,391.0,51.0,22.0,48.0,1014.0,806.0,77.0,32.0,99.0,both,2022-08-11
13467,2022-08-11,12:00:00,2022,8,2022-08-11,428.0,376.0,20.0,6.0,26.0,488.0,400.0,18.0,18.0,52.0,916.0,776.0,38.0,24.0,78.0,448.0,363.0,42.0,12.0,31.0,488.0,347.0,58.0,24.0,59.0,936.0,710.0,100.0,36.0,90.0,both,2022-08-11
13468,2022-08-11,15:00:00,2022,8,2022-08-11,550.0,462.0,23.0,13.0,52.0,555.0,471.0,17.0,16.0,51.0,1105.0,933.0,40.0,29.0,103.0,552.0,435.0,42.0,20.0,55.0,541.0,413.0,39.0,32.0,57.0,1093.0,848.0,81.0,52.0,112.0,both,2022-08-11
13469,2022-08-11,18:00:00,2022,8,2022-08-11,559.0,477.0,23.0,15.0,44.0,581.0,484.0,16.0,23.0,58.0,1140.0,961.0,39.0,38.0,102.0,553.0,427.0,51.0,25.0,50.0,585.0,429.0,48.0,39.0,69.0,1138.0,856.0,99.0,64.0,119.0,both,2022-08-11
13470,2022-08-11,21:00:00,2022,8,2022-08-11,361.0,267.0,26.0,23.0,45.0,385.0,289.0,17.0,16.0,63.0,746.0,556.0,43.0,39.0,108.0,352.0,245.0,26.0,24.0,57.0,380.0,260.0,26.0,28.0,66.0,732.0,505.0,52.0,52.0,123.0,both,2022-08-11
13471,2022-08-11,24:00:00,2022,8,2022-08-11,170.0,123.0,12.0,9.0,26.0,236.0,160.0,7.0,18.0,51.0,406.0,283.0,19.0,27.0,77.0,176.0,118.0,14.0,13.0,31.0,242.0,144.0,12.0,25.0,61.0,418.0,262.0,26.0,38.0,92.0,both,2022-08-11
13472,2022-08-12,03:00:00,2022,8,2022-08-12,128.0,95.0,4.0,5.0,24.0,108.0,64.0,1.0,12.0,31.0,236.0,159.0,5.0,17.0,55.0,125.0,84.0,8.0,11.0,22.0,114.0,55.0,2.0,18.0,39.0,239.0,139.0,10.0,29.0,61.0,both,2022-08-12
13473,2022-08-12,06:00:00,2022,8,2022-08-12,261.0,219.0,7.0,7.0,28.0,156.0,112.0,4.0,10.0,30.0,417.0,331.0,11.0,17.0,58.0,259.0,208.0,14.0,7.0,30.0,155.0,107.0,5.0,12.0,31.0,414.0,315.0,19.0,19.0,61.0,both,2022-08-12
13474,2022-08-12,09:00:00,2022,8,2022-08-12,516.0,436.0,21.0,20.0,39.0,517.0,454.0,15.0,7.0,41.0,1033.0,890.0,36.0,27.0,80.0,531.0,427.0,36.0,12.0,56.0,496.0,387.0,48.0,24.0,37.0,1027.0,814.0,84.0,36.0,93.0,both,2022-08-12
13475,2022-08-12,12:00:00,2022,8,2022-08-12,472.0,396.0,19.0,15.0,42.0,532.0,464.0,19.0,12.0,37.0,1004.0,860.0,38.0,27.0,79.0,470.0,357.0,43.0,15.0,55.0,515.0,382.0,66.0,18.0,49.0,985.0,739.0,109.0,33.0,104.0,both,2022-08-12
13476,2022-08-12,15:00:00,2022,8,2022-08-12,556.0,474.0,19.0,15.0,48.0,533.0,452.0,16.0,15.0,50.0,1089.0,926.0,35.0,30.0,98.0,552.0,432.0,59.0,10.0,51.0,522.0,405.0,45.0,21.0,51.0,1074.0,837.0,104.0,31.0,102.0,both,2022-08-12
13477,2022-08-12,18:00:00,2022,8,2022-08-12,549.0,417.0,40.0,36.0,56.0,506.0,451.0,25.0,3.0,27.0,1055.0,868.0,65.0,39.0,83.0,561.0,390.0,70.0,30.0,71.0,513.0,420.0,49.0,11.0,33.0,1074.0,810.0,119.0,41.0,104.0,both,2022-08-12
13478,2022-08-12,21:00:00,2022,8,2022-08-12,350.0,277.0,14.0,15.0,44.0,359.0,296.0,10.0,10.0,43.0,709.0,573.0,24.0,25.0,87.0,354.0,260.0,25.0,15.0,54.0,350.0,260.0,24.0,22.0,44.0,704.0,520.0,49.0,37.0,98.0,both,2022-08-12
13479,2022-08-12,24:00:00,2022,8,2022-08-12,195.0,136.0,16.0,2.0,41.0,235.0,153.0,4.0,25.0,53.0,430.0,289.0,20.0,27.0,94.0,186.0,127.0,7.0,6.0,46.0,226.0,135.0,11.0,22.0,58.0,412.0,262.0,18.0,28.0,104.0,both,2022-08-12
13480,2022-08-13,03:00:00,2022,8,2022-08-13,196.0,137.0,13.0,13.0,33.0,172.0,100.0,4.0,16.0,52.0,368.0,237.0,17.0,29.0,85.0,189.0,128.0,8.0,19.0,34.0,178.0,81.0,7.0,28.0,62.0,367.0,209.0,15.0,47.0,96.0,both,2022-08-13
13481,2022-08-13,06:00:00,2022,8,2022-08-13,279.0,221.0,8.0,19.0,31.0,167.0,114.0,3.0,7.0,43.0,446.0,335.0,11.0,26.0,74.0,279.0,209.0,12.0,23.0,35.0,169.0,100.0,11.0,14.0,44.0,448.0,309.0,23.0,37.0,79.0,both,2022-08-13
13482,2022-08-13,09:00:00,2022,8,2022-08-13,442.0,388.0,12.0,12.0,30.0,589.0,512.0,17.0,17.0,43.0,1031.0,900.0,29.0,29.0,73.0,456.0,383.0,23.0,9.0,41.0,568.0,439.0,50.0,25.0,54.0,1024.0,822.0,73.0,34.0,95.0,both,2022-08-13
13483,2022-08-13,12:00:00,2022,8,2022-08-13,472.0,393.0,22.0,18.0,39.0,524.0,442.0,20.0,10.0,52.0,996.0,835.0,42.0,28.0,91.0,478.0,372.0,44.0,9.0,53.0,530.0,399.0,54.0,19.0,58.0,1008.0,771.0,98.0,28.0,111.0,both,2022-08-13
13484,2022-08-13,15:00:00,2022,8,2022-08-13,595.0,485.0,30.0,22.0,58.0,514.0,451.0,12.0,9.0,42.0,1109.0,936.0,42.0,31.0,100.0,584.0,426.0,58.0,20.0,80.0,496.0,394.0,44.0,15.0,43.0,1080.0,820.0,102.0,35.0,123.0,both,2022-08-13
13485,2022-08-13,18:00:00,2022,8,2022-08-13,517.0,425.0,31.0,14.0,47.0,439.0,363.0,13.0,14.0,49.0,956.0,788.0,44.0,28.0,96.0,526.0,393.0,58.0,24.0,51.0,429.0,328.0,28.0,20.0,53.0,955.0,721.0,86.0,44.0,104.0,both,2022-08-13
13486,2022-08-13,21:00:00,2022,8,2022-08-13,363.0,259.0,26.0,19.0,59.0,335.0,255.0,10.0,20.0,50.0,698.0,514.0,36.0,39.0,109.0,364.0,242.0,30.0,20.0,72.0,336.0,237.0,19.0,23.0,57.0,700.0,479.0,49.0,43.0,129.0,both,2022-08-13
13487,2022-08-13,24:00:00,2022,8,2022-08-13,193.0,135.0,4.0,12.0,42.0,243.0,165.0,4.0,20.0,54.0,436.0,300.0,8.0,32.0,96.0,184.0,111.0,9.0,12.0,52.0,243.0,149.0,14.0,13.0,67.0,427.0,260.0,23.0,25.0,119.0,both,2022-08-13
13488,2022-08-14,03:00:00,2022,8,2022-08-14,146.0,99.0,6.0,13.0,28.0,119.0,85.0,5.0,7.0,22.0,265.0,184.0,11.0,20.0,50.0,135.0,74.0,12.0,22.0,27.0,116.0,65.0,13.0,12.0,26.0,251.0,139.0,25.0,34.0,53.0,both,2022-08-14
13489,2022-08-14,06:00:00,2022,8,2022-08-14,222.0,161.0,8.0,15.0,38.0,130.0,102.0,1.0,7.0,20.0,352.0,263.0,9.0,22.0,58.0,219.0,146.0,8.0,21.0,44.0,132.0,87.0,15.0,11.0,19.0,351.0,233.0,23.0,32.0,63.0,both,2022-08-14
